id,title,subject_codes,units,description
214560,Human Motivation,PSYCH 235,3,This graduate seminar will explore social-cognitive perspectives on motivation and emotion. Meetings will be discussion based. Prerequisites: Psychology 207 and consent of instructor.
214563,Randomized Algorithms and Probabilistic Analysis,CS 265,3,"Randomness pervades the natural processes around us, from the formation of networks, to genetic recombination, to quantum physics. Randomness is also a powerful tool that can be leveraged to create algorithms and data structures which, in many cases, are more efficient and simpler than their deterministic counterparts. This course covers the key tools of probabilistic analysis, and application of these tools to understand the behaviors of random processes and algorithms. Emphasis is on theoretical foundations, though we will apply this theory broadly, discussing applications in machine learning and data analysis, networking, and systems. Topics include tail bounds, the probabilistic method, Markov chains, and martingales, with applications to analyzing random graphs, metric embeddings, random walks, and a host of powerful and elegant randomized algorithms. Prerequisites: CS 161 and STAT 116, or equivalents and instructor consent."
214591,Startup Garage: Design,BIOE 376,4,"Startup Garage is an intensive, hands-on, project-based course where students apply human-centric design, lean startup methodology, and the Business Model Canvas to conceive, design, and field-test new business concepts that address real world needs. Teams get out of the building and interact directly with users, industry participants, and advisors to deeply understand one or more unmet customer needs. They proceed to design, prototype, and test their proposed products or services and a business model. Teams working on impact-focused ventures will apply the same methodology to address the needs of their beneficiaries. Students develop entrepreneurial skills as they learn critical, cutting-edge techniques about launching a venture. The course is offered by the Graduate School of Business. PREREQUISITE: Team application required. See details and apply at http://startupgarage.stanford.edu/details (login required)."
214619,High-Frequency Circuit Design Laboratory,EE 251,3,"Students will study the theory of operation of instruments such as the time-domain reflectometer, sampling oscilloscope and vector network analyzer. They will build on that theoretical foundation by designing, constructing and characterizing numerous wireless building blocks in the upper-UHF range (e.g., up to about 500MHz), in a running series of laboratory exercises that conclude in a final project. Examples include impedance-matching and coupling structures, filters, narrowband and broadband amplifiers, mixers/modulators, and voltage-controlled oscillators. Prerequisite: EE 114 or EE 214A."
214630,Managing Data Science Organizations for Innovation and Impact,MS&E 284,3,"Most organizations are drawn to data science by the tantalizing prospects of competitive advantage and disruptive capabilities.  Yet many organizations are finding that their data science teams are not providing the expected business impact, and some are beginning to question the ROI of these teams altogether.  This course works to bridge the gap between the technical training that data scientists spend years mastering and the role they must play in their companies to successfully drive business impact.  Drawing on inside accounts, case studies, and academic research, this course identifies the key capabilities that data science teams and their business partners must develop to successfully drive business impact.  We explore how impactful data science teams have made a fundamental shift toward business understanding and impact accountability, even while ensuring that their statistics are pristine.  This course lays out a practical &quot;how to&quot; guide for designing and enabling impact-driven data science teams, including templates and exercises for applying these practical insights in any organizations. Limited enrollment."
214686,Topics in Health Economics I,ECON 249,5,"Course will cover various topics in health economics, from theoretical and empirical perspectives. Topics will include public financing and public policy in health care and health insurance; demand and supply of health insurance and healthcare; physicians&#039; incentives; patient decision-making; competition policy in healthcare markets, intellectual property in the context of pharmaceutical drugs and medical technology; other aspects of interaction between public and private sectors in healthcare and health insurance markets. Key emphasis on recent work and empirical methods and modelling. Prerequisites: Micro and Econometrics first year sequences (or equivalent). Curricular prerequisites (if applicable): First year graduate Microeconomics and Econometrics sequences (or equivalent)"
214707,Healthcare Operations Management,MS&E 263,3,"US health care spending is approximately 18% of GDP, growing rapidly, and driven in large part by prices and waste rather than quality and access. New approaches for improving health care delivery are urgently needed. This class focuses on the use of analytical tools to support efficient health care delivery. Topics include case studies on capacity planning, resource allocation, and scheduling. Methods include queueing, optimization, and simulation. Prerequisites: basic knowledge of Excel, probability, and optimization. For students in the Schools of Medicine, Business, and Law the course includes a variant of the curriculum with less emphasis on the technical material."
214746,"Economic Development, Microfinance, and Social Networks",ECON 125,5,"An introduction to the study of the financial lives of households in less developed countries, focusing on savings, credit, informal insurance, the expansion of microfinance, social learning, public finance/redistribution, and social networks. Prerequisites- Econ 51 or Publpol 51 and Econ 102B."
214760,Scaling Up,ME 225,3,"Scaling Up is intended for design and engineering-oriented students who anticipate or have an interest in launching products. Where the cousin of this class, ME219, is an overview of fabrication and factory systems, this course explores how to go from vision to reality, and from parts to products. We&#039;ll explore the systems that enable us to design and produce high-quality products, at scale, at reasonable prices, including quality systems, supply chains, and different ways of conveying intent to factories. Students will acquire a professional foundation in the business of manufacturing through readings, in-class discussion, and roughly one-a-week team projects. By application only, see notes below."
214777,Behavioral Economics,ECON 178,5,"The field of behavioral economics draws on insights from other disciplines, especially psychology, to enrich our understanding of economic behavior. In this course, we will discuss how psychological considerations can create behavioral patterns that diverge from the predictions of standard economic models, the implications of those behavioral patterns for market outcomes and public policies, and the ways in which economists incorporate those considerations into their theories. We will also examine how social motives (such as altruism or concerns about fairness, equity, status, or image) impact economic behavior. We will learn about classical findings and leading theories in behavioral economics. The treatment of psychological phenomena in this course involves tools similar to those employed in other economics courses. Prerequisites: ECON 50 and ECON 102A. Econ 51 and 102B are recommended."
214816,Advanced Data Structures,CS 166,4,"This course is a deep dive into the design, analysis, implementation, and theory of data structures. Over the course of the quarter, we&#039;ll explore fundamental techniques in data structure design (isometries, amortization, randomization, etc.), as well as perspectives and intuitions useful for developing new data structures. By the time we&#039;ve finished, we&#039;ll have seen some truly beautiful strategies for solving problems efficiently. Possible topics include Fibonacci heaps, fusion trees, succinct rank and select, B-trees, range minimum queries, suffix trees, dynamic connectivity, cuckoo hashing, and planar point location. Prerequisites: CS107 and CS161."
214848,Mechanotransduction in Cells and Tissues,"BIOE 283, ME 244",3,"Mechanical cues play a critical role in development, normal functioning of cells and tissues, and various diseases. This course will cover what is known about cellular mechanotransduction, or the processes by which living cells sense and respond to physical cues such as physiological forces or mechanical properties of the tissue microenvironment. Experimental techniques and current areas of active investigation will be highlighted. This class is for graduate students only."
214849,Startup Garage: Testing and Launch,BIOE 377,4,"In this intensive, hands-on project based course, teams continue to develop their ventures based on a user need that they validated in preparation for the course. They build out more elaborate versions of their prototypes and Business Model Canvas; test hypotheses about the product/service, business model, value proposition, customer acquisition, revenue generation, and fundraising; and deliver a seed round financing pitch to a panel of investors. Students develop entrepreneurial skills as they 1) Get out of the building and gather insights from users, investors, and advisors, 2) Make decisions about pivoting, 3) Work through their operating plans and unit economics, 4) Test go-to-market strategies, 5) Consider equity splits, 6) Learn term sheet negotiations, and 7) Practice their pitches. PREREQUISITE: SUSTAIN 376 or a team application. See details and apply at http://startupgarage.stanford.edu/details (login required)."
214905,Computer Vision: Foundations and Applications,CS 131,4,"Computer Vision technologies are transforming automotive, healthcare, manufacturing, agriculture and many other sections. Today, household robots can navigate spaces and perform duties, search engines can index billions of images and videos, algorithms can diagnose medical images for diseases, and smart cars can see and drive safely. Lying in the heart of these modern AI applications are computer vision technologies that can perceive, understand, and reconstruct the complex visual world. This course is designed for students who are interested in learning about the fundamental principles and important applications of Computer Vision. This course will introduce a number of fundamental concepts in image processing and expose students to a number of real-world applications. It will guide students through a series of projects to implement cutting-edge algorithms. There will be optional discussion sections on Fridays. Prerequisites: Students should be familiar with Python, Calculus &amp; Linear Algebra."
214946,Explorations in Stem Cell Biology,BIO 168,3,"A discussion-based course for advanced undergraduates. The purpose of this course is to introduce students to key topics in stem cell biology and foster the development of strong scientific writing skills. We will review and discuss some landmark and current primary literature in the stem cell field. Topics will include embryonic and adult stem cells, cellular reprogramming and stem cells in disease and regenerative medicine. Students will present a current research paper in their preferred stem cell topic area and compose a novel research proposal. Prerequisites: Biology or Human Biology core or BIO 82, 83, 86. Satisfies WIM in Biology."
214972,Solid Mechanics,CEE 291,4,"Vector and tensor algebra; vector and tensor analysis; kinetics, basic physical quantities, global and local balance laws, representative material models of 1D and 3D continua at small strains; thermodynamics of general internal variable formulations of inelasticity; integration algorithms for inelastic 1D and 3D materials; basic solution techniques for boundary value problems in 1D and 3D."
214994,Providing Safe Water for the Developing and Developed World,CEE 279D,3,"This course will cover basic hydraulics and the fundamental processes used to provide and control water, and will introduce the basics of engineering design. In addition to understanding the details behind the fundamental processes, students will learn to feel comfortable developing initial design criteria (30% designs) for fundamental processes. Students should also develop a feel for the typical values of water treatment parameters and the equipment involved. The course should enable students to work competently in environmental engineering firms or on non-profit projects in the developing world such as Engineers without Borders. Pre-requisite: Chem31B/M.  (Note this course was formerly CEE 174A)"
214995,Wastewater Treatment: From Disposal to Resource Recovery,CEE 179E,3,"This course covers basic hydraulics and the fundamental processes used to treat wastewater. In addition to understanding the details behind the fundamental processes, students will learn to feel comfortable developing initial design criteria (30% designs) for fundamental processes. Students should also develop a feel for the typical values of water treatment parameters and the equipment involved. After covering conventional processes, the class addresses newer processes used to meet emerging treatment objectives, including nutrient removal, composting of biosolids and recycling of wastewater for beneficial uses, including potable reuse.n(Note this course was formerly CEE 174B)"
215127,Building Modeling for Design & Construction,CEE 120A,3,"The foundational Building Information Modeling course introduces techniques for creating, managing, and applying of building information models in the building design and construction process. The course covers processes and tools for creating, organizing, and working with 2D and 3D computer representations of building components and geometries to produce models used in architectural design, construction planning and documentation, rendering and visualization, simulation, and analysis."
215128,Advanced Building Modeling Workshop,CEE 120B,4,"This course builds upon the Building Information Model concepts introduced in 120A/220A and illustrates how BIM modeling tools are used to design, analyze, and model building systems including structural, mechanical, electrical, plumbing and fire protection. Course covers the physical principles, design criteria, and design strategies for each system and explores processes and tools for modeling those systems and analyzing their performance.Topics include: building envelopes, access systems, structural systems modeling and analysis, mechanical / HVAC systems, plumbing and fire protection systems, electrical systems, and systems integration/coordination."
215181,Introduction to Statistics for the Health Sciences,HUMBIO 88,4,"Students will learn the statistical tools used to describe and analyze data in the fields of medicine and epidemiology. This very applied course will rely on current research questions and publicly available data.  Students will gain proficiency with Stata to do basic analyses of health-related data, including linear and logistic regression, and will become sophisticated consumers of health-related statistical results."
215240,Parallel Processors Beyond Multicore Processing,EE 382A,3,"Formerly EE392Q. The current parallel computing research emphasizes multi-cores, but there are alterna-tive array processors with significant potential. This hands-on course focuses on SIMD (Single-Instruction, Multiple-Data) massively parallel processors. Topics: Flynn&#039;s Taxonomy, parallel architectures, Kestrel architecture and simulator, principles of SIMD programming, parallel sorting with sorting networks, string comparison with dynamic programming (edit distance, Smith-Waterman), arbitrary-precision operations with fixed-point numbers, reductions, vector and matrix multiplication, image processing algo-rithms, asynchronous algorithms on SIMD (&quot;SIMD Phase Programming Model&quot;), Man-delbrot set, analysis of parallel performance."
215241,Neuromorphics: Brains in Silicon,"BIOE 313, EE 207",3,"While traversing through the natural world, you effortlessly perceive and react to a rich stream of stimuli. This constantly changing stream evokes spatiotemporal patterns of spikes that propagate through your brain from one ensemble of neurons to another. An ensemble may memorize a spatiotemporal pattern at the speed of life and recall it at the speed of thought. In the first half of this course, we will discuss and model how a neural ensemble memorizes and recalls such a spatiotemporal pattern. In the second half, we will explore how neuromorphic hardware could exploit these neurobiological mechanisms to run AI not with megawatts in the cloud but rather with watts on a smartphone. Prerequisites: Either computational modeling (BIOE 101, BIOE 300B) or circuit analysis (EE 101A)."
215265,Advanced Circuit Techniques,EE 308,3,"Design of advanced analog circuits at the system level, including switching power converters, amplitude-stabilized and frequency-stabilized oscillators, voltage references and regulators, power amplifiers and buffers, sample-and-hold circuits, and application-specific op-amp compensation. Approaches for finding creative design solutions to problems with difficult specifications and hard requirements. Emphasis on feedback circuit techniques, design-oriented thinking, and hands-on experience with modern analog building blocks.  Several designs will be built and evaluated, along with associated laboratory projects. Prerequisite: EE 251 or EE 314A."
215278,BioSecurity and Pandemic Resilience,BIOE 122,5,"Overview of the most pressing biosecurity issues facing the world today. Critical examination of ways of enhancing biosecurity and pandemic resilience. Examination of how the US and the world are able to withstand a pandemic or a bioterrorism attack, how the medical/healthcare field, government, and technology sectors are involved in biosecurity and pandemic or bioterrorism preparedness and response and how they interface; the rise of synthetic biology with its promises and threats; global bio-surveillance; effectiveness of various containment and mitigation measures; hospital surge capacity; medical challenges; development, production, and distribution of countermeasures such as vaccines and drugs; supply chain challenges; public health and policy aspects of pandemic preparedness and response; administrative and engineering controls to enhance pandemic resilience; testing approaches and challenges; promising technologies for pandemic response and resilience, communication in a crisis; and other relevant topics. Guest lecturers have included former Secretary of State Condoleezza Rice, former Special Assistant on BioSecurity to Presidents Clinton and Bush Jr. Dr. Ken Bernard, former Assistant Secretary of Health and Human Services Dr. Robert Kadlec, eminent scientists, public health leaders, innovators and physicians in the field, and leaders of relevant technology companies. Open to medical, graduate, and undergraduate students. No prior background in biology necessary. Must be taken for at least 4 units to get WAYs credit. Students also have an option to take the class for 2 units as a speaker series/seminar where they attend half the class sessions (or more) and complete short weekly assignments. In-person or asynchronous online instruction are available. First day of class is the Wednesday of the first week of class."
215456,Evolution of Terrestrial Ecosystems,"BIO 148, EARTHSYS 128",4,"(Formerly GEOLSCI 128 and 228) The what, when, where, and how do we know it regarding life on land through time. Fossil plants, fungi, invertebrates, and vertebrates (yes, dinosaurs) are all covered, including how all of those components interact with each other and with changing climates, continental drift, atmospheric composition, and environmental perturbations like glaciation and mass extinction. The course involves both lecture and lab components. Graduate students registering at the 200-level are expected to write a term paper, but can opt out of some labs where appropriate. Change of Department Name: Earth and Planetary Science (Formerly Geologic Sciences)."
215462,Learning & Teaching of Science,PHYSICS 295,3,"This course will provide students with a basic knowledge of the relevant research in cognitive psychology and science education and the ability to apply that knowledge to enhance their ability to learn and teach science, particularly at the undergraduate level.  Course will involve readings, discussion, and application of the ideas through creation of learning activities.  It is suitable for advanced undergraduates and graduate students with some science background."
215573,Parametric Design and Optimization,CEE 120C,4,"This course explores tools and techniques for computational design and parametric modeling as a foundation for design optimization. Class sessions will introduce several parametric design modeling platforms and scripting environments that enable rapid generation of 3D models and enable rapid evaluation of parametrically-driven design alternatives.nnTopics to be featured include:n-Principles of parametric design vs. direct modelingn-Design exploration using parametric modeling platforms (Revit/FormIt, Rhino)n-Visual scripting languages and environments (Dynamo, Grasshopper, DesignScript)n-Single- and multi-dimensional optimization techniques and guidance strategies."
215575,Modern Physics for Engineers,EE 65,4,"This course introduces the core ideas of modern physics that enable applications ranging from solar energy and efficient lighting to the modern electronic and optical devices and nanotechnologies that sense, process, store, communicate and display all our information. Though the ideas have broad impact, the course is widely accessible to engineering and science students with only basic linear algebra and calculus through simple ordinary differential equations as mathematics background. Topics include the quantum mechanics of electrons and photons (Schr&iquest;dinger&#039;s equation, atoms, electrons, energy levels and energy bands; absorption and emission of photons; quantum confinement in nanostructures), the statistical mechanics of particles (entropy, the Boltzmann factor, thermal distributions), the thermodynamics of light (thermal radiation, limits to light concentration, spontaneous and stimulated emission), and the physics of information (Maxwell&#039;s demon, reversibility, entropy and noise in physics and information theory).  Pre-requisite: Physics 41. Pre- or co-requisite: Math 53 or CME 102."
215656,Advanced Seminar on Memory,PSYCH 169,3,"Memory and human cognition. Memory is not a unitary faculty but consists of multiple systems that support learning and remembering, each with its own processing characteristics and neurobiological substrates. This advanced undergraduate seminar will consider recent discoveries about the cognitive and neural architectures of working, declarative, and nondeclarative memory. Required: 45."
215687,Brain decoding,PSYCH 164,3,"Can we know what someone is thinking by examining their brain activity? Using knowledge of the human visual system and techniques from machine learning, recent work has shown impressive ability to decode what people are looking at from their brain activity as measured with functional imaging. The course will use a combination of lectures, primary literature readings, discussion and hands-on tutorials to understand this emerging technology from basic knowledge of the perceptual (primarily visual) and other cognitive systems (such as working memory) to tools and techniques used to decode brain activity.Prerequisites: Either Psych 30 or Psych 50 or Consent of Instructor"
215802,Power Electronics,EE 153,4,"Addressing the energy challenges of today and the environmental challenges of the future will require efficient energy conversion techniques. This course will discuss the circuits used to efficiently convert ac power to dc power, dc power from one voltage level to another, and dc power to ac power. The components used in these circuits (e.g., diodes, transistors, capacitors, inductors) will also be covered in detail to highlight their behavior in a practical implementation. A lab will be held with the class where students will obtain hands on experience with power electronic circuits. For WIM credit, students must enroll in EE 153 for 4 units. No exceptions. Formerly EE 292J. Prerequisite: EE 101A. Strongly recommended  EE 101B."
215808,Advanced Topics in Power Electronics,EE 254,3,"In this course, we will study the practical issues related to the practical design of power electronic converters. We will also explore the trade-offs involved in selecting among the different circuits used to convert ac to dc, dc to ac and back to dc over a wide range of power levels suitable for different applications. In Advanced Topics in Power Electronic, as a multidisciplinary field, we will discuss power electronics circuits, extraction of transfer functions in Continuous and discontinuous conduction mode, voltage and current control of power converters, design of input/output filters to meet Electro Magnetic Interference specifications, layout of power electronics circuits and put this knowledge in a very practical context. Prerequisites: EE 153/253."
215840,Decision Making under Uncertainty,"AA 228, CS 238",4,"This course is designed to increase awareness and appreciation for why uncertainty matters, particularly for aerospace applications. Introduces decision making under uncertainty from a computational perspective and provides an overview of the necessary tools for building autonomous and decision-support systems. Following an introduction to probabilistic models and decision theory, the course will cover computational methods for solving decision problems with stochastic dynamics, model uncertainty, and imperfect state information. Topics include: Bayesian networks, influence diagrams, dynamic programming, reinforcement learning, and partially observable Markov decision processes. Applications cover: air traffic control, aviation surveillance systems, autonomous vehicles, and robotic planetary exploration. Prerequisites: basic probability and fluency in a high-level programming language."
215848,Culture and Madness: Anthropological and Psychiatric Approaches to Mental Illness,HUMBIO 146,5,"Unusual mental phenomena have existed throughout history and across cultures. Taught by an anthropologist and psychiatrist, this course explores how different societies construct the notions of &quot;madness&quot;: What are the boundaries between &quot;normal&quot; and &quot;abnormal&quot;, reason and unreason, mind and body, diversity and disease? Optional: The course will be taught in conjunction with an optional two-unit discussion section."
215852,Introduction to Health Sciences Statistics,HUMBIO 89,3,"This course aims to provide a firm grounding in the foundations of probability and statistics, with a focus on analyzing data from the health sciences. Students will learn how to read, interpret, and critically evaluate the statistics in medical and biological studies. The course also prepares students to be able to analyze their own data, guiding them on how to choose the correct statistical test, avoid common statistical pitfalls, and perform basic functions in R deducer."
215853,Financial Risk Analytics,MS&E 246,3,"Practical introduction to financial risk analytics. The focus is on data-driven modeling, computation, and statistical estimation of credit and market risks. Case studies based on real data will be emphasized throughout the course. Topics include mortgage risk, asset-backed securities, commercial lending, consumer delinquencies, online lending, derivatives risk. Tools from machine learning and statistics will be developed. Data sources will be discussed. The course is intended to enable students to design and implement risk analytics tools in practice. Prerequisites: MS&amp;E 245A or similar, some background in probability and statistics, working knowledge of R, Matlab, or similar computational/statistical package."
215900,Materials for Sustainable Built Environments,CEE 223,3,"In this course, students will learn about new and traditional construction materials for use in sustainable building and infrastructure projects. Materials will include cement-based materials, fiber-reinforced polymer composites, and timber for structural and non-structural applications including facades, insulation, and paving. Material properties, their performance over time and their impact on people and the environment will be discussed and students will complete a design project in teams.  Pre-requisites:  CEE 101A or equivalent.  Knowledge of structural design with reinforced concrete and steel recommended."
215916,Global Child Health,HUMBIO 124C,3,"Prerequisite: Must be a junior, senior, or graduate student. This course introduces students to key challenges to the health and well being of children worldwide. We explicitly focus on child and public health problems in low- and middle-income countries (LMIC) to reflect the global burden of disease among children. We will review the scope and magnitude of the leading causes of morbidity and mortality, as well as examine regional variations. We will then identify both medical and non-medical causes, effects of, as well as interventions to address, some of the biggest child health problems. The course will also prevent an overview of the role of culture, gender, and non-state actors (NGOs, foundations, etc.) on health and health policy. HUMBIO students must enroll in HUMBIO 124C. Med/Graduate students must enroll in MED 124."
215942,Computational Biology: Structure and Organization of Biomolecules and Cells,"BIOE 279, CS 279",3,"Computational techniques for investigating and designing the three-dimensional structure and dynamics of biomolecules and cells.  These computational methods play an increasingly important role in drug discovery, medicine, bioengineering, and molecular biology.  Course topics include protein structure prediction, protein design, drug screening, molecular simulation, cellular-level simulation, image analysis for microscopy, and methods for solving structures from crystallography and electron microscopy data.  Prerequisites: elementary programming background (CS 106A or equivalent) and an introductory course in biology or biochemistry."
216014,Cancer Epidemiology,HUMBIO 154C,4,"Prerequisites: Must be a junior, senior, or graduate student to enroll or consent of instructor. Clinical epidemiological methods relevant to human research in cancer will be the focus. The concepts of risk; case control, cohort, and cross-sectional studies; clinical trials; bias; confounding; interaction; screening; and causal inference will be introduced and applied. Social, political, economic, and ethical controversies surrounding cancer screening, prevention, and research will be considered. HUMBIO 154 courses can be taken separately or as a series."
216015,Principles of Epidemiology,HUMBIO 154B,3,"Prerequisite: Must be a junior or senior to enroll. Epidemiology is the study of the distribution and determinants of health and disease in human populations. In this course, students will learn about design, measures of disease occurrence and measures of association between exposures - be they environmental, behavioral or genetic - and health outcomes of interest. Students will also learn about how error, confounding and bias can impact epidemiological results. The course draws on both classic and contemporary research articles, which students will learn to critically appraise. Through lectures, problem sets, written responses to original articles and in-class discussions, students will gain a solid foundation in epidemiology. HUMBIO 154 courses can be taken separately or as a series. Upper division course with preference given to upperclassmen."
216047,Topics in Representation Theory,MATH 263C,3,"Topics in Contemporary Representation Theory. May be repeated for credit. NOTE: Undergraduates require instructor permission to enroll. Undergraduates interested in taking the course should contact the instructor for permission, providing information about relevant background such as performance in prior coursework, reading, etc."
216085,Introduction to Applied Statistics,MS&E 125,4,"An increasing amount of data is now generated in a variety of disciplines, ranging from finance and economics, to the natural and social sciences. Making use of this information, however, requires both statistical tools and an understanding of how the substantive scientific questions should drive the analysis. In this hands-on course, we learn to explore and analyze real-world datasets. We cover techniques for summarizing and describing data, methods for statistical inference, and principles for effectively communicating results. Recommended: 120, CS 106A, or equivalents."
216095,The Science of Extreme Life of the Sea,BIO 140,3,"Covers the way marine animals and plants live in extreme environments by examining morphological, ecological, and genetic adaptations to low temperature, high heat, deep water, etc. We also cover extreme lifestyles such as fast swimming, small and large body size, and novel reproductive systems. Lecture material is punctuated with a series of tutorials on narrative writing skills in science, especially creative non-fiction, memoirs, braided essays and short fiction. The goal is to integrate quantitative thinking about the life sciences with creative writing that brings facts to life. Prerequisites: core courses in biology, creative writing, environmental sciences or engineering. Course taught in-person only at Hopkins Marine Station. For information about how to spend spring quarter in residence in Monterey: https://hopkinsmarinestation.stanford.edu/undergraduate-studies/spring-courses-23-24. Individual course registration also permitted; no application required.  Depending on enrollment numbers, a weekly shuttle to Hopkins or mileage reimbursements for qualifying carpools will be provided; terms and conditions apply."
216204,"Fundamentals of Data Science: Prediction, Inference, Causality",MS&E 226,3,"This course is about understanding &quot;small data&quot;: these are datasets that allow interaction, visualization, exploration, and analysis on a local machine. The material provides an introduction to applied data analysis, with an emphasis on providing a conceptual framework for thinking about data from both statistical and machine learning perspectives. Topics will be drawn from the following list, depending on time constraints and class interest: approaches to data analysis: statistics (frequentist, Bayesian) and machine learning; binary classification; regression; bootstrapping; causal inference and experimental design; multiple hypothesis testing. Class lectures will be supplemented by data-driven problem sets and a project. Prerequisites: CME 100 or MATH 51; 120, 220 or STATS 116; experience with R at the level of CME/STATS 195 or equivalent."
216240,Control of  Distributed Space Systems,AA 279D,3,"Keplerian orbital mechanics and orbital perturbations; the general relative motion problem; linear formation flying dynamics and control; impulsive station-keeping and reconfiguration; high order relative motion equations; formulation of relative motion using orbital elements; perturbation-invariant formations; nonlinear formation control; low-thrust propulsion for formation flying; relative navigation using GNSS and optical navigation; applications: sparse-aperture imaging, remote sensing, on-orbit servicing, rendezvous, and docking. Prerequisite: AA 242A, ENGR 105, AA 279A, and familiarity with MatLab."
216242,Architecture Since 1900,CEE 32G,4,Art 142 is an introduction to the history of architecture since 1900 and how it has shaped and been shaped by its cultural contexts. The class also investigates the essential relationship between built form and theory during this period.
216411,Computational Imaging,"CS 448I, EE 367",3,"Digital photography and basic image processing, convolutional neural networks for image processing, denoising, deconvolution, single pixel imaging, inverse problems in imaging, proximal gradient methods, introduction to wave optics, time-of-flight imaging, end-to-end optimization of optics and imaging processing. Emphasis is on applied image processing and solving inverse problems using classic algorithms, formal optimization, and modern artificial intelligence techniques. Students learn to apply material by implementing and investigating image processing algorithms in Python. Term project. Recommended: EE261, EE263, EE278."
216453,Deep Learning for Computer Vision,CS 231N,4,"Computer Vision has become ubiquitous in our society, with applications in search, image understanding, apps, mapping, medicine, drones, and self-driving cars. Core to many of these applications are visual recognition tasks such as image classification and object detection. Recent developments in neural network approaches have greatly advanced the performance of these state-of-the-art visual recognition systems. This course is a deep dive into details of neural-network based deep learning methods for computer vision. During this course, students will learn to implement, train and debug their own neural networks and gain a detailed understanding of cutting-edge research in computer vision. We will cover learning algorithms, neural network architectures, and practical engineering tricks for training and fine-tuning networks for visual recognition tasks.Prerequisites: Proficiency in Python - All class assignments will be in Python (and use numpy) (we provide a tutorial here for those who aren&#039;t as familiar with Python). If you have a lot of programming experience but in a different language (e.g. C/C++/Matlab/Javascript) you will probably be fine.College Calculus, Linear Algebra (e.g. MATH 19, MATH 51) -You should be comfortable taking derivatives and understanding matrix vector operations and notation. Basic Probability and Statistics (e.g. CS 109 or other stats course) -You should know basics of probabilities, gaussian distributions, mean, standard deviation, etc."
216469,Computer Systems from the Ground Up,CS 107E,5,"Introduction to the fundamental concepts of computer systems through bare metal programming on the Raspberry Pi. Explores how five concepts come together in computer systems: hardware, architecture, assembly code, the C language, and software development tools. Students do all programming with a Raspberry Pi kit and several add-ons (LEDs, buttons). Topics covered include: the C programming language, data representation, machine-level code, computer arithmetic, compilation, memory organization and management, debugging, hardware, and I/O. Enrollment limited to 40. Check website for details: http://cs107e.stanford.edu on student selection process. Prerequisite: CS106B or CS106X, and consent of instructor. There is a $75 course lab fee. Students may not earn credit for both CS 107 and CS 107E."
216632,The AI Awakening: Implications for the Economy and Society,CS 323,4,"This course examines how advances in AI are transforming the economy and society. Each week features guest speakers who are leaders in AI, economics, government, or industry, along with discussions of cutting-edge research and its implications. Designed primarily for graduate students in economics, business, computer science, and related fields, the course fosters interdisciplinary dialogue on the opportunities and challenges posed by AI."
216697,Making Multiples: Injection Molding,ME 325,3,"Design course focusing on the process of injection molding as a prototyping and manufacturing tool. Coursework will include creating and evaluating initial design concepts, detailed part design, mold design, mold manufacturing, molding parts, and testing and evaluating the results. Students will work primarily on individually selected projects, using each project as a tool to continue developing and exercising individual design process. Lectures and field trips will provide students with context for their work in the Stanford Product Realization Lab. Prerequisite: ME318 or consent of instructors. By application only, see notes below."
216698,Multimedia Environmental Communication,EARTHSYS 292,3,"Gain hands-on experience in short documentary production, documentary photography, audio storytelling, social media content creation, digital editing, and community engagement through interactive multimedia skills workshops, engaging classroom discussions, and real-world projects. Students in this course will collaborate with the community-serving environmental organization Climate Resilient Communities (CRC) to document climate change initiatives in Bay Area neighborhoods like Belle Haven, East Palo Alto, San Bruno, Redwood City, and North Fair Oaks. Our goal is to make a real-world impact by highlighting the resilience and challenges of local communities facing climate hazards. Emphasis on fundamental storytelling techniques and technical skills training using multimedia equipment. Includes extensive instructor and peer workshopping/critiquing of work and substantial out-of-class group project work. Limited class size. No previous multimedia experience necessary. Admission by application only https://docs.google.com/forms/d/e/1FAIpQLSeR6kFsPeZUXwFeJQ8rqIebqv8pcfJ_HGj5Tsqq0o7EEJSavg/viewform?usp=sharing - Email instructor Ejaaz Mason with any questions; ejaaz@stanford.edu"
216822,Analog-Digital Interface Circuits,EE 315,3,"Analysis and design of circuits and circuit architectures for signal conditioning and data conversion. Fundamental circuit elements such as operational transconductance amplifiers, active filters, sampling circuits, switched capacitor stages and voltage comparators. Sensor interfaces for micro-electromechanical and biomedical applications. Nyquist and oversampling A/D and D/A converters. Prerequisite: EE 214B."
216854,Virtual Reality,EE 267,4,"OpenGL, real-time rendering, 3D display systems, display optics &amp; electronics, IMUs and sensors, tracking, haptics, rendering pipeline, multimodal human perception and depth perception, stereo rendering, presence. Emphasis on VR technology. Hands-on programming assignments. The 3-unit version requires a final programming assignment in which you create your own virtual environment. The 4-unit version requires a final course project and written report in lieu of the final assignment. For WIM credit, students must enroll in EE 267W for 5 units. Prerequisites: Strong programming skills, ENGR 108 or equivalent. Helpful: basic computer graphics / OpenGL."
216952,Introduction to Electromagnetics and Its Applications,EE 42,5,"Electricity and magnetism and its essential role in modern electrical engineering devices and systems, such as sensors, displays, DVD players, and optical communication systems. The topics that will be covered include electrostatics, magnetostatics, Maxwell&#039;s equations, one-dimensional wave equation, electromagnetic waves, transmission lines, and one-dimensional resonators. Pre-requisites: none."
